# File: info_url.dat
# version 1.0;  last update:  09 March 2004
# by Jason Harris
# No copyright claimed, this is merely a list of "facts"
#
#Data file for KStars, specifying object-specific Web Page URLs.
#For Image URLs, see image_url.dat.
#
#Line format is:  Object_Name:Label_String:URL
#The Object_Name needs to match an object's *primary* name!
#
#You should not need to modify this file; 
#you can manage these links from within KStars.
#Please report broken links to kstars@30doradus.org !
#
# Messier Objects:
M 50:Wikipedia Page:http://en.wikipedia.org/wiki/Messier_50
M 51:Wikipedia Page:http://en.wikipedia.org/wiki/Whirlpool_Galaxy
M 52:Wikipedia Page:http://en.wikipedia.org/wiki/Messier_52
M 53:Wikipedia Page:http://en.wikipedia.org/wiki/Messier_53
M 54:Wikipedia Page:http://en.wikipedia.org/wiki/Messier_54
M 55:Wikipedia Page:http://en.wikipedia.org/wiki/Messier_55
M 56:Wikipedia Page:http://en.wikipedia.org/wiki/Messier_56
M 57:Wikipedia Page:http://en.wikipedia.org/wiki/Ring_Nebula
M 58:Wikipedia Page:http://en.wikipedia.org/wiki/Messier_58
M 59:Wikipedia Page:http://en.wikipedia.org/wiki/Messier_59
M 60:Wikipedia Page:http://en.wikipedia.org/wiki/Messier_60
M 61:Wikipedia Page:http://en.wikipedia.org/wiki/Messier_61
M 62:Wikipedia Page:http://en.wikipedia.org/wiki/Messier_62
M 63:Wikipedia Page:http://en.wikipedia.org/wiki/Sunflower_Galaxy
M 64:Wikipedia Page:http://en.wikipedia.org/wiki/Black_Eye_Galaxy
M 65:Wikipedia Page:http://en.wikipedia.org/wiki/Messier_65
M 66:Wikipedia Page:http://en.wikipedia.org/wiki/Messier_66
M 67:Wikipedia Page:http://en.wikipedia.org/wiki/Messier_67
M 68:Wikipedia Page:http://en.wikipedia.org/wiki/Messier_68
M 69:Wikipedia Page:http://en.wikipedia.org/wiki/Messier_69
M 70:Wikipedia Page:http://en.wikipedia.org/wiki/Messier_70
M 71:Wikipedia Page:http://en.wikipedia.org/wiki/Messier_71
M 72:Wikipedia Page:http://en.wikipedia.org/wiki/Messier_72
M 73:Wikipedia Page:http://en.wikipedia.org/wiki/Messier_73
M 74:Wikipedia Page:http://en.wikipedia.org/wiki/Messier_74
M 75:Wikipedia Page:http://en.wikipedia.org/wiki/Messier_75
M 76:Wikipedia Page:http://en.wikipedia.org/wiki/Little_Dumbbell_Nebula
M 77:Wikipedia Page:http://en.wikipedia.org/wiki/Messier_77
M 78:Wikipedia Page:http://en.wikipedia.org/wiki/Messier_78
M 79:Wikipedia Page:http://en.wikipedia.org/wiki/Messier_79
M 80:Wikipedia Page:http://en.wikipedia.org/wiki/Messier_80
M 81:Wikipedia Page:http://en.wikipedia.org/wiki/Messier_81
M 82:Wikipedia Page:http://en.wikipedia.org/wiki/Messier_82
M 83:Wikipedia Page:http://en.wikipedia.org/wiki/Messier_83
M 84:Wikipedia Page:http://en.wikipedia.org/wiki/Messier_84
M 85:Wikipedia Page:http://en.wikipedia.org/wiki/Messier_85
M 86:Wikipedia Page:http://en.wikipedia.org/wiki/Messier_86
M 87:Wikipedia Page:http://en.wikipedia.org/wiki/Messier_87
M 88:Wikipedia Page:http://en.wikipedia.org/wiki/Messier_88
M 89:Wikipedia Page:http://en.wikipedia.org/wiki/Messier_89
M 90:Wikipedia Page:http://en.wikipedia.org/wiki/Messier_90
M 91:Wikipedia Page:http://en.wikipedia.org/wiki/Messier_91
M 92:Wikipedia Page:http://en.wikipedia.org/wiki/Messier_92
M 93:Wikipedia Page:http://en.wikipedia.org/wiki/Messier_93
M 94:Wikipedia Page:http://en.wikipedia.org/wiki/Messier_94
M 95:Wikipedia Page:http://en.wikipedia.org/wiki/Messier_95
M 96:Wikipedia Page:http://en.wikipedia.org/wiki/Messier_96
M 97:Wikipedia Page:http://en.wikipedia.org/wiki/Owl_Nebula
M 98:Wikipedia Page:http://en.wikipedia.org/wiki/Messier_98
M 99:Wikipedia Page:http://en.wikipedia.org/wiki/Messier_99
M 100:Wikipedia Page:http://en.wikipedia.org/wiki/Messier_100
M 101:Wikipedia Page:http://en.wikipedia.org/wiki/Pinwheel_Galaxy
M 102:Wikipedia Page:http://en.wikipedia.org/wiki/Messier_102
M 103:Wikipedia Page:http://en.wikipedia.org/wiki/Messier_103
M 104:Wikipedia Page:http://en.wikipedia.org/wiki/Sombrero_Galaxy
M 105:Wikipedia Page:http://en.wikipedia.org/wiki/Messier_105
M 106:Wikipedia Page:http://en.wikipedia.org/wiki/Messier_106
M 107:Wikipedia Page:http://en.wikipedia.org/wiki/Messier_107
M 108:Wikipedia Page:http://en.wikipedia.org/wiki/Messier_108
M 109:Wikipedia Page:http://en.wikipedia.org/wiki/Messier_109
M 110:Wikipedia Page:http://en.wikipedia.org/wiki/Messier_110
M 1:SEDS Information Page:http://messier.seds.org/m/m001.html
M 2:SEDS Information Page:http://messier.seds.org/m/m002.html
M 3:SEDS Information Page:http://messier.seds.org/m/m003.html
M 4:SEDS Information Page:http://messier.seds.org/m/m004.html
M 5:SEDS Information Page:http://messier.seds.org/m/m005.html
M 6:SEDS Information Page:http://messier.seds.org/m/m006.html
M 7:SEDS Information Page:http://messier.seds.org/m/m007.html
M 8:SEDS Information Page:http://messier.seds.org/m/m008.html
M 9:SEDS Information Page:http://messier.seds.org/m/m009.html
M 10:SEDS Information Page:http://messier.seds.org/m/m010.html
M 11:SEDS Information Page:http://messier.seds.org/m/m011.html
M 12:SEDS Information Page:http://messier.seds.org/m/m012.html
M 13:SEDS Information Page:http://messier.seds.org/m/m013.html
M 14:SEDS Information Page:http://messier.seds.org/m/m014.html
M 15:SEDS Information Page:http://messier.seds.org/m/m015.html
M 16:SEDS Information Page:http://messier.seds.org/m/m016.html
M 17:SEDS Information Page:http://messier.seds.org/m/m017.html
M 18:SEDS Information Page:http://messier.seds.org/m/m018.html
M 19:SEDS Information Page:http://messier.seds.org/m/m019.html
M 20:SEDS Information Page:http://messier.seds.org/m/m020.html
M 21:SEDS Information Page:http://messier.seds.org/m/m021.html
M 22:SEDS Information Page:http://messier.seds.org/m/m022.html
M 23:SEDS Information Page:http://messier.seds.org/m/m023.html
M 24:SEDS Information Page:http://messier.seds.org/m/m024.html
M 25:SEDS Information Page:http://messier.seds.org/m/m025.html
M 26:SEDS Information Page:http://messier.seds.org/m/m026.html
M 27:SEDS Information Page:http://messier.seds.org/m/m027.html
M 28:SEDS Information Page:http://messier.seds.org/m/m028.html
M 29:SEDS Information Page:http://messier.seds.org/m/m029.html
M 30:SEDS Information Page:http://messier.seds.org/m/m030.html
M 31:SEDS Information Page:http://messier.seds.org/m/m031.html
M 32:SEDS Information Page:http://messier.seds.org/m/m032.html
M 33:SEDS Information Page:http://messier.seds.org/m/m033.html
M 34:SEDS Information Page:http://messier.seds.org/m/m034.html
M 35:SEDS Information Page:http://messier.seds.org/m/m035.html
M 36:SEDS Information Page:http://messier.seds.org/m/m036.html
M 37:SEDS Information Page:http://messier.seds.org/m/m037.html
M 38:SEDS Information Page:http://messier.seds.org/m/m038.html
M 39:SEDS Information Page:http://messier.seds.org/m/m039.html
M 40:SEDS Information Page:http://messier.seds.org/m/m040.html
M 41:SEDS Information Page:http://messier.seds.org/m/m041.html
M 42:SEDS Information Page:http://messier.seds.org/m/m042.html
M 43:SEDS Information Page:http://messier.seds.org/m/m043.html
M 44:SEDS Information Page:http://messier.seds.org/m/m044.html
M 45:SEDS Information Page:http://messier.seds.org/m/m045.html
M 46:SEDS Information Page:http://messier.seds.org/m/m046.html
M 47:SEDS Information Page:http://messier.seds.org/m/m047.html
M 48:SEDS Information Page:http://messier.seds.org/m/m048.html
M 49:SEDS Information Page:http://messier.seds.org/m/m049.html
M 50:SEDS Information Page:http://messier.seds.org/m/m050.html
M 51:SEDS Information Page:http://messier.seds.org/m/m051.html
M 52:SEDS Information Page:http://messier.seds.org/m/m052.html
M 53:SEDS Information Page:http://messier.seds.org/m/m053.html
M 54:SEDS Information Page:http://messier.seds.org/m/m054.html
M 55:SEDS Information Page:http://messier.seds.org/m/m055.html
M 56:SEDS Information Page:http://messier.seds.org/m/m056.html
M 57:SEDS Information Page:http://messier.seds.org/m/m057.html
M 58:SEDS Information Page:http://messier.seds.org/m/m058.html
M 59:SEDS Information Page:http://messier.seds.org/m/m059.html
M 60:SEDS Information Page:http://messier.seds.org/m/m060.html
M 61:SEDS Information Page:http://messier.seds.org/m/m061.html
M 62:SEDS Information Page:http://messier.seds.org/m/m062.html
M 63:SEDS Information Page:http://messier.seds.org/m/m063.html
M 64:SEDS Information Page:http://messier.seds.org/m/m064.html
M 65:SEDS Information Page:http://messier.seds.org/m/m065.html
M 66:SEDS Information Page:http://messier.seds.org/m/m066.html
M 67:SEDS Information Page:http://messier.seds.org/m/m067.html
M 68:SEDS Information Page:http://messier.seds.org/m/m068.html
M 69:SEDS Information Page:http://messier.seds.org/m/m069.html
M 70:SEDS Information Page:http://messier.seds.org/m/m070.html
M 71:SEDS Information Page:http://messier.seds.org/m/m071.html
M 72:SEDS Information Page:http://messier.seds.org/m/m072.html
M 73:SEDS Information Page:http://messier.seds.org/m/m073.html
M 74:SEDS Information Page:http://messier.seds.org/m/m074.html
M 75:SEDS Information Page:http://messier.seds.org/m/m075.html
M 76:SEDS Information Page:http://messier.seds.org/m/m076.html
M 77:SEDS Information Page:http://messier.seds.org/m/m077.html
M 78:SEDS Information Page:http://messier.seds.org/m/m078.html
M 79:SEDS Information Page:http://messier.seds.org/m/m079.html
M 80:SEDS Information Page:http://messier.seds.org/m/m080.html
M 81:SEDS Information Page:http://messier.seds.org/m/m081.html
M 82:SEDS Information Page:http://messier.seds.org/m/m082.html
M 83:SEDS Information Page:http://messier.seds.org/m/m083.html
M 84:SEDS Information Page:http://messier.seds.org/m/m084.html
M 85:SEDS Information Page:http://messier.seds.org/m/m085.html
M 86:SEDS Information Page:http://messier.seds.org/m/m086.html
M 87:SEDS Information Page:http://messier.seds.org/m/m087.html
M 88:SEDS Information Page:http://messier.seds.org/m/m088.html
M 89:SEDS Information Page:http://messier.seds.org/m/m089.html
M 90:SEDS Information Page:http://messier.seds.org/m/m090.html
M 91:SEDS Information Page:http://messier.seds.org/m/m091.html
M 92:SEDS Information Page:http://messier.seds.org/m/m092.html
M 93:SEDS Information Page:http://messier.seds.org/m/m093.html
M 94:SEDS Information Page:http://messier.seds.org/m/m094.html
M 95:SEDS Information Page:http://messier.seds.org/m/m095.html
M 96:SEDS Information Page:http://messier.seds.org/m/m096.html
M 97:SEDS Information Page:http://messier.seds.org/m/m097.html
M 98:SEDS Information Page:http://messier.seds.org/m/m098.html
M 99:SEDS Information Page:http://messier.seds.org/m/m099.html
M 100:SEDS Information Page:http://messier.seds.org/m/m100.html
M 101:SEDS Information Page:http://messier.seds.org/m/m101.html
M 102:SEDS Information Page:http://messier.seds.org/m/m102.html
M 103:SEDS Information Page:http://messier.seds.org/m/m103.html
M 104:SEDS Information Page:http://messier.seds.org/m/m104.html
M 105:SEDS Information Page:http://messier.seds.org/m/m105.html
M 106:SEDS Information Page:http://messier.seds.org/m/m106.html
M 107:SEDS Information Page:http://messier.seds.org/m/m107.html
M 108:SEDS Information Page:http://messier.seds.org/m/m108.html
M 109:SEDS Information Page:http://messier.seds.org/m/m109.html
M 110:SEDS Information Page:http://messier.seds.org/m/m110.html
#
# NGC Objects
NGC 1:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_1
NGC 2:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_2
NGC 3:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_3
NGC 4:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_4
NGC 5:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_5
NGC 6:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_20
NGC 7:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_7
NGC 8:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_8
NGC 9:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_9
NGC 10:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_10
NGC 11:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_11
NGC 12:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_12
NGC 13:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_13
NGC 14:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_14
NGC 15:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_15
NGC 16:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_16
NGC 17:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_34
NGC 18:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_18
NGC 19:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_19
NGC 20:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_20
NGC 21:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_21
NGC 22:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_22
NGC 23:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_23
NGC 24:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_24
NGC 25:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_25
NGC 26:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_26
NGC 27:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_27
NGC 28:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_28
NGC 30:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_30
NGC 31:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_31
NGC 32:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_32
NGC 33:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_33
NGC 35:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_35
NGC 36:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_36
NGC 37:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_37
NGC 38:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_38
NGC 39:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_39
NGC 40:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_40
NGC 41:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_41
NGC 42:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_42
NGC 43:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_43
NGC 44:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_44
NGC 45:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_45
NGC 46:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_46
NGC 47:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_47
NGC 48:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_48
NGC 49:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_49
NGC 50:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_50
NGC 51:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_51
NGC 52:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_52
NGC 53:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_53
NGC 54:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_54
NGC 55:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_55
NGC 56:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_56
NGC 57:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_57
NGC 59:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_59
NGC 60:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_60
NGC 61:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_61
NGC 62:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_62
NGC 63:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_63
NGC 64:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_64
NGC 65:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_65
NGC 66:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_66
NGC 67:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_67
NGC 68:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_68
NGC 69:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_69
NGC 70:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_70
NGC 71:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_71
NGC 72:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_72
NGC 73:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_73
NGC 74:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_74
NGC 75:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_75
NGC 76:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_76
NGC 77:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_77
NGC 78:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_78
NGC 79:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_79
NGC 80:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_80
NGC 81:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_81
NGC 82:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_82
NGC 83:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_83
NGC 84:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_84
NGC 85:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_85
NGC 86:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_86
NGC 87:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_87
NGC 88:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_88
NGC 89:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_89
NGC 90:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_90
NGC 91:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_91
NGC 92:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_92
NGC 93:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_93
NGC 94:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_94
NGC 95:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_95
NGC 96:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_96
NGC 97:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_97
NGC 98:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_98
NGC 99:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_99
NGC 100:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_100
NGC 101:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_101
NGC 102:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_102
NGC 103:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_103
NGC 104:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_104
NGC 105:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_105
NGC 106:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_106
NGC 107:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_107
NGC 108:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_108
NGC 109:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_109
NGC 110:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_110
NGC 111:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_111
NGC 112:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_112
NGC 113:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_113
NGC 114:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_114
NGC 115:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_115
NGC 116:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_116
NGC 117:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_117
NGC 118:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_118
NGC 119:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_119
NGC 120:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_120
NGC 121:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_121
NGC 122:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_122
NGC 123:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_123
NGC 124:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_124
NGC 125:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_125
NGC 126:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_126
NGC 127:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_127
NGC 128:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_128
NGC 129:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_129
NGC 130:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_130
NGC 131:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_131
NGC 132:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_132
NGC 133:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_133
NGC 134:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_134
NGC 135:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_135
NGC 136:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_136
NGC 137:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_137
NGC 138:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_138
NGC 139:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_139
NGC 140:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_140
NGC 141:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_141
NGC 142:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_142
NGC 143:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_143
NGC 144:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_144
NGC 145:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_145
NGC 147:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_147
NGC 151:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_151
NGC 152:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_152
NGC 153:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_153
NGC 157:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_157
NGC 178:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_178
NGC 185:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_185
NGC 188:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_188
NGC 189:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_189
NGC 201:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_201
NGC 205:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_205
NGC 206:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_206
NGC 210:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_210
NGC 221:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_221
NGC 224:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_224
NGC 225:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_225
NGC 235:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_235
NGC 246:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_246
NGC 247:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_247
NGC 248:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_248
NGC 249:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_249
NGC 250:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_250
NGC 253:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_253
NGC 262:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_262
NGC 265:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_265
NGC 278:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_278
NGC 281:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_281
NGC 288:Wikipedia Page:https://en.wikipedia.org/wiki/NGC_288
